SEC Region,Organization CRD#,SEC#,Firm Type,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,Website Address,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),7B,10A,11,11A(1),11A(2),11B(1),11B(2),11C(1),11C(2),11C(3),11C(4),11C(5),11D(1),11D(2),11D(3),11D(4),11D(5),11E(1),11E(2),11E(3),11E(4),11F,11G,11H(1)(a),11H(1)(b),11H(1)(c),11H(2)
HQ,163673,802-75777,ERA,SAIF,SAIF ADVISORS LIMITED,"2516-2520, TWO PACIFIC PLACE","88 QUEENSWAY, ADMIRALTY",HONG KONG,,Hong Kong,,852 2918 2200,852 2234 9116,2,,,,,,,ERA - Active,3/30/2012,,3/29/2022,Oct-21,HTTP://WWW.SBAIF.COM,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Hong Kong,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,288067,802-110225,ERA,TF INVESTMENTS LTDA.,TF INVESTMENTS LTDA.,RUA CUNHA GAGO,208,SAO PAULO,,Brazil,04521-000,5.51198E+12,,0,,,,,,,ERA - Active,3/20/2017,,3/31/2022,Oct-21,HTTP://CANARY.VC,N,N,N,,,Y,Y,N,Other (specify),LIMITADA,DECEMBER,,Brazil,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,305088,802-117323,ERA,TRUE SIGNAL LP,TRUE SIGNAL LP,114 WEST 26TH STREET,FIFTH FLOOR,NEW YORK,NY,United States,10001,646-926-1089,,0,,,,,,,ERA - Active,8/13/2019,,3/4/2022,Oct-21,http://www.truesignalpartners.com,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,312610,802-125939,ERA,CREANDUM SELECT FUND MANAGER AB,CREANDUM SELECT FUND MANAGER AB,JAKOBSBERGSGATAN 18,,STOCKHOLM,,Sweden,103 86,44 (0)1481 730988,,2,,,,,,,ERA - Active,5/23/2022,,5/23/2022,Oct-21,https://www.creandum.com/,Y,N,N,,,N,Y,N,Other (specify),SWEDISH COMPANY LIMITED BY SHARES,DECEMBER,,Sweden,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,305106,802-117269,ERA,PANTHEUM PARTNERS LIMITED,PANTHEUM PARTNERS LIMITED,"18 ON LAN STREET, 23RD FLOOR",,"HONG KONG, HONG KONG",,Hong Kong,,852 3679 3591,,0,,,,,,,ERA - Active,7/31/2019,,5/31/2022,Oct-21,,Y,N,N,,254900QXDCKAAZ5ZO589,N,Y,N,Other (specify),LIMITED COMPANY,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,168170,802-78362,ERA,GLEN CAPITAL PARTNERS LLC,GLEN CAPITAL PARTNERS LLC,4851 TAMIAMI TRAIL NORTH,SUITE 200,NAPLES,FL,United States,34103-3098,617-229-6320,,0,,,,,,,ERA - Active,7/16/2013,,3/21/2022,Oct-21,HTTP://WWW.GLENCAPITAL.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,173098,802-80378,ERA,ENIAC VENTURES,"ENIAC VENTURES MANAGEMENT, LLC",584 BROADWAY,SUITE 301,NEW YORK,NY,United States,10012,6463917818,,0,,,,,,,ERA - Active,9/18/2014,,3/30/2022,Oct-21,HTTP://WWW.ENIAC.VC,N,N,N,,,Y,N,Y,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,281869,802-108450,ERA,"KAIROS VENTURE INVESTMENTS, LLC","KAIROS VENTURE INVESTMENTS, LLC",9440 S. SANTA MONICA BLVD,SUITE 710,BEVERLY HILLS,CA,United States,90210,310-271-1866,310-271-1845,1,,,,,,,ERA - Active,9/19/2016,,3/31/2022,Oct-21,HTTP://WWW.KAIROSVENTURES.COM,Y,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,310237,802-119403,ERA,ROPPEL CAPITAL MANAGEMENT LLC,ROPPEL CAPITAL MANAGEMENT LLC,100 SOUTH PROSPECT,"2ND FLOOR, SUITE 5",PARK RIDGE,IL,United States,60068,847-318-9001,,0,,,,,,,ERA - Active,8/6/2020,,2/2/2022,Oct-21,http://www.rcmigf.com/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,164772,802-76873,ERA,"BRADFORD EQUITIES MANAGEMENT, LLC","BRADFORD EQUITIES MANAGEMENT, LLC",445 HAMILTON AVENUE,SUITE 1102,WHITE PLAINS,NY,United States,10601-1822,914-922-7175,914-922-7172,0,,,,,,,ERA - Active,6/28/2012,,2/2/2022,Oct-21,HTTP://WWW.BRADFORDEQUITIES.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,312470,802-120402,ERA,"ARDAN EQUITY PARTNERS, LLC","ARDAN EQUITY PARTNERS, LLC",340 ROYAL POINCIANA WAY,SUITE 317-346,PALM BEACH,FL,United States,33480,917-304-7294,,0,,,,,,,ERA - Active,1/28/2021,,3/30/2022,Oct-21,https://ardanequity.com/,N,N,N,,254900LKBUQDA8B9QK71,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,160424,802-74572,ERA,ACTIS,"ACTIS, LLP",2 MORE LONDON RIVERSIDE,,LONDON,,United Kingdom,SE1 2JT,+44 20 7234 5000,+44 20 7234 5010,0,,,,,,,ERA - Active,3/12/2012,,3/31/2022,Oct-21,HTTP://WWW.ACT.IS,Y,N,N,,2138004Q14AQ8NHXMU02,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,168176,802-80322,ERA,ROSETTA CAPITAL LIMITED,ROSETTA CAPITAL LIMITED,RECTORY HOUSE,THAME ROAD,HADDENHAM,,United Kingdom,HP17 8DA,4.41844E+11,,0,RECTORY HOUSE,THAME ROAD,HADDENHAM,,United Kingdom,HP17 8DA,ERA - Active,9/4/2014,,3/14/2022,Oct-21,HTTP://WWW.ROSETTACAPITAL.COM,Y,N,N,,,Y,N,N,Corporation,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,167366,802-78024,ERA,COLLABORATIVE FUND MANAGEMENT LLC,COLLABORATIVE FUND MANAGEMENT LLC,347 BOWERY,2ND FLOOR,NEW YORK,NY,United States,10003,(415) 413-8360,,0,,,,,,,ERA - Active,4/29/2013,,3/28/2022,Oct-21,HTTP://WWW.COLLABORATIVEFUND.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,162804,802-119265,ERA,TENAYA CAPITAL,"TENAYA CAPITAL, LLC",3101 PARK BOULEVARD,,PALO ALTO,CA,United States,94306,650-687-6500,,0,,,,,,,ERA - Active,7/12/2020,,5/5/2022,Oct-21,HTTP://WWW.TENAYACAPITAL.COM,N,N,Y,$1 billion - $10 billion,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,VENTURE CAPITAL,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,162487,802-76000,ERA,MIDEUROPA LLP,MIDEUROPA LLP,120 REGENT STREET,,LONDON,,United Kingdom,W1B 5FE,+44 207 886 3600,+44 207 886 3639,3,,,,,,,ERA - Active,3/30/2012,,3/31/2022,Oct-21,HTTP://WWW.MIDEUROPA.COM,Y,N,N,,254900TLOCTBIJUUFN28,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,300598,802-114796,ERA,FALKO RAOF GP II LIMITED,FALKO RAOF GP II LIMITED,IFC 5,,ST. HELIER,,Jersey,JE1 1ST,+44 1534 710274,,0,,,,,,,ERA - Active,2/5/2019,,3/30/2022,Oct-21,,Y,N,N,,,N,Y,N,Other (specify),JERSEY LIMITED COMPANY,DECEMBER,,Jersey,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,313541,802-121573,ERA,TIDEMARK MANAGEMENT COMPANY LP,TIDEMARK MANAGEMENT COMPANY LP,,,,,,,650-200-0878,,0,,,,,,,ERA - Active,5/21/2021,,4/27/2022,Oct-21,,N,N,N,,,N,N,Y,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,299345,802-114638,ERA,"MERCHANTS PARK GP, LLC","MERCHANTS PARK GP, LLC",39 MAIN STREET,,CHATHAM,NJ,United States,7928,917-232-1310,,0,,,,,,,ERA - Active,12/27/2018,,3/23/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,159846,802-74389,ERA,"DOMAIN ASSOCIATES, LLC","DOMAIN ASSOCIATES, LLC",103 CARNEGIE CENTER,SUITE 300,PRINCETON,NJ,United States,8540,609 683 5656,,0,,,,,,,ERA - Active,2/22/2012,,3/3/2022,Oct-21,HTTP://WWW.DOMAINVC.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,306751,802-118029,ERA,WELWING CAPITAL GROUP LIMITED,WELWING CAPITAL GROUP LIMITED,"UNIT 5710, THE CENTER,",99 QUEEN'S ROAD CENTRAL,CENTRAL,,Hong Kong,,+852 3526 7523,,0,,,,,,,ERA - Active,1/6/2020,,3/30/2022,Oct-21,https://www.welwingcapital.com/,Y,N,N,,254900DHEEWE5L6YV280,N,Y,N,Other (specify),HONG KONG COMPANY LIMITED BY SHARES,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,161981,802-75153,ERA,NTH POWER LLC,NTH POWER LLC,750 BATTERY STREET,6TH FLOOR,SAN FRANCISCO,CA,United States,94111,415-813-6817,,0,750 BATTERY STREET,FLOOR 6,SAN FRANCISCO,CA,United States,94111,ERA - Active,3/28/2012,,4/1/2021,Mar-20,,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,172477,802-80141,ERA,SAPIA PARTNERS LLP,SAPIA PARTNERS LLP,"4TH FLOOR, 3 MORE LONDON RIVERSIDE",,LONDON,,United Kingdom,SE1 2AQ,0207 104 2140,,0,,,,,,,ERA - Active,7/25/2014,,7/1/2021,Mar-20,HTTPS://WWW.LAWSONCONNER.COM,Y,N,N,,213800U25JDUSE6WZQ48,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,161412,802-77609,ERA,PENTA CAPITAL LLP,PENTA CAPITAL LLP,150 ST VINCENT STREET,,GLASGOW,,United Kingdom,G77 6TY,+44 141 572 7300,+44 141 572 7310,1,,,,,,,ERA - Active,1/29/2013,,5/30/2022,Oct-21,HTTP://WWW.PENTACAPITAL.COM,Y,N,N,,,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
PLRO,167257,802-77953,ERA,EUPHRATES ADVISORS,EUPHRATES ADVISORS LLC,"20 F STREET, NW",7TH FLOOR,WASHINGTON,DC,United States,20001,202-507-6380,202-507-6101,0,,,,,,,ERA - Active,4/8/2013,,3/24/2022,Oct-21,http://WWW.EUPH.COM,N,N,N,,,N,N,Y,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,304149,802-116784,ERA,"UPLAND INVESTMENT ADVISORS, LLC","UPLAND INVESTMENT ADVISORS, LLC",105 EISENHOWER PKWY,SUITE 203,ROSELAND,NJ,United States,7068,908-230-7560,,0,,,,,,,ERA - Active,5/14/2019,,3/7/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,307942,802-119154,ERA,WALNUT LEVEL CAPITAL LLC,WALNUT LEVEL CAPITAL LLC,210 UNIVERSITY BLVD,SUITE 225,DENVER,CO,United States,80206,720-689-9009,,0,,,,,,,ERA - Active,6/26/2020,,2/9/2022,Oct-21,,N,N,N,,549300G1401KOJL7L77,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
PLRO,318096,802-123133,ERA,CAMBIUM CAPITAL ADVISOR LP,CAMBIUM CAPITAL ADVISOR LP,,,,,,,609-306-5115,,0,C/O KIRKLAND & ELLIS LLP,555 CALIFORNIA STREET,SAN FRANCISCO,CA,United States,94104-1503,ERA - Active,12/26/2021,,3/22/2022,Oct-21,https://cambium.vc/,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
ARO,289601,802-111669,ERA,"NCN MANAGEMENT COMPANY PF, LLC","NCN MANAGEMENT COMPANY PF, LLC",3810 BEDFORD AVE,SUITE 110,NASHVILLE,TN,United States,37215,615-454-3950,,0,,,,,,,ERA - Active,8/11/2017,,5/25/2022,Oct-21,https://nashvillecapital.com/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,162338,802-75163,ERA,"TECHNOLOGY OPPORTUNITY VENTURES, LLC","TECHNOLOGY OPPORTUNITY VENTURES, LLC",ONE MARKET PLAZA,"SPEAR TOWER, SUITE 4025",SAN FRANCISCO,CA,United States,94105,415-677-5957,,0,,,,,,,ERA - Active,3/28/2012,,3/29/2022,Oct-21,HTTP://WWW.TOPARTNERSLP.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
PLRO,163874,802-76632,ERA,"STERLING ADVISORY SERVICES, INC.","STERLING ADVISORY SERVICES, INC.",459 HERNDON PARKWAY,SUITE 22,HERNDON,VA,United States,20170,703-471-6060,703-471-1211,0,,,,,,,ERA - Active,4/26/2012,,3/17/2022,Oct-21,,N,N,N,,,N,Y,N,Corporation,,NOVEMBER,VA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,301245,802-118096,ERA,"M13 VENTURES MANAGEMENT, LLC","M13 VENTURES MANAGEMENT, LLC",1920 OLYMPIC BLVD,,SANTA MONICA,CA,United States,90404,424-581-6363,,0,,,,,,,ERA - Active,1/17/2020,,3/31/2022,Oct-21,https://twitter.com/m13company,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,315413,802-122034,ERA,HIGHLANDX,"HIGHLANDX MANAGEMENT, LLC",1300 EL CAMINO ROAD,"SOUTH BUILDING, SUITE C",MENLO PARK,CA,United States,94025,650-465-7953,,1,,,,,,,ERA - Active,7/8/2021,,3/15/2022,Oct-21,,Y,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,307018,802-117967,ERA,ORBIT VENTURE PARTNERS LLC,ORBIT VENTURE PARTNERS LLC,137 ROWAYTON AVENUE,SUITE 200,NORWALK,CT,United States,6853,(203) 957-3028,(203) 956-9998,0,,,,,,,ERA - Active,12/18/2019,,3/25/2022,Oct-21,,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
SFRO,313359,802-122347,ERA,"SCRIBBLE VENTURES MANAGEMENT, LLC","SCRIBBLE VENTURES MANAGEMENT, LLC",400 MAIN ST,SUITE 250,LOS ALTOS,CA,United States,94022,650-330-4724,,0,,,,,,,ERA - Active,8/19/2021,,3/23/2022,Oct-21,https://scribble.vc,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,316356,802-122272,ERA,"CRYPTIC CAPITAL MANAGEMENT, LP","CRYPTIC CAPITAL MANAGEMENT, LP",6 AVERY COURT,,WEST HARRISON,NY,United States,10604,914-417-8087,,0,,,,,,,ERA - Active,8/8/2021,,3/28/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,316888,802-123674,ERA,LAGUNA BAY FUND 2 PTY LTD,LAGUNA BAY FUND 2 PTY LTD,"LEVEL 1, 69 ROBERTSON STREET",,"FORTITUDE VALLEY, QUEENSLAND",,Australia,4006,+61 7 3062 2514,,0,P.O. BOX 2007,,NEW FARM QLD,,Australia,4005,ERA - Active,3/10/2022,,3/10/2022,Oct-21,https://www.lagunabay.com.au/,Y,N,N,,,N,Y,N,Corporation,,JUNE,,Australia,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,138717,802-120826,ERA,PHOENIX INVESTMENT ADVISER LLC,PHOENIX INVESTMENT ADVISER LLC,420 LEXINGTON AVENUE,SUITE 300,NEW YORK,NY,United States,10170,212-359-6230,,0,,,,,,,ERA - Active,3/17/2021,,3/24/2022,Oct-21,HTTP://WWW.PHOENIXINVADV.COM,Y,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,314601,802-121359,ERA,LEDYARD CAPITAL,"LEDYARD CAPITAL MANAGEMENT, LLC",20 N. WACKER DRIVE,SUITE 2807,CHICAGO,IL,United States,60606,312-858-1670,,1,,,,,,,ERA - Active,4/30/2021,,3/30/2022,Oct-21,https://www.ledyardcapital.com,N,N,N,,5493007FLCM7HLQP8K06,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,316751,802-125007,ERA,GORDONMD GLOBAL INVESTMENTS LP,GORDONMD GLOBAL INVESTMENTS LP,9460 WILSHIRE BLVD,SUITE 420,BEVERLY HILLS,CA,United States,90212,213-304-6199,,0,,,,,,,ERA - Active,4/12/2022,,4/12/2022,Oct-21,http://www.gordonmdglobalinvestment.com,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,291967,802-112990,ERA,PACIFIC EQUITY PARTNERS PTY LIMITED,PACIFIC EQUITY PARTNERS PTY LIMITED,"LEVEL 31, 126 PHILLIP STREET",,"SYDNEY, NSW",,Australia,2000,61 2 82382600,61 2 82382690,0,,,,,,,ERA - Active,3/28/2018,,9/27/2021,Mar-20,HTTP://WWW.PEP.COM.AU,Y,N,N,,,N,Y,N,Corporation,,JUNE,,Australia,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
